comentario,cluster_final,categoria_tema,tema_cluster,sentimento_cluster
"Toma no Cu.... Eu votei no Lula vida toda, ele só enrolou o povo brasileiro, a corrupção monstruosa que rolou no governo dele deixou o miserável continuando na miséria, desvios na parte da saúde matou foi muita gente pois sempre foi precária a situação, pobreza gera criminalidade também pois nóis se desespera e acaba pensando fazendu merda, acaba um ficando contra o outro pô, da licença o maluco só enrolou, não termino quase nada que começou, tá na cara porque foi preso, e solto pelos amigo fodão que teve poder pra solta ele, tá loco ridículo isso, ainda tem genti que não qué enxerga fica defendendo só porque tá passando na televisão umas parada forçada contra o tiozão aí, mas tá forcadão os artista também tão assim por causa da lei lá dos artista que corto dinheiro pra eles, nóis se fode nesse país pois somo burro memo, povo tá loco quere lula divolta se é loco, tá na cara já essas porra, ainda mais pobre quinem eu, tenho que rala na rua no sinal vendendo os bagulho, na moral prefiro 600 mango que os 40 conto, quem não precisa com certeza tá aí fazendo L não precisa né pau no cu, e quem precisa tá loco baba ovo pra volta ganha 190 conto, pra que mano, qui merda, por isso vamo si fude Memo kinem a Venezuela, na real nasce pobre e no Brasil é uma merda, pior é paga imposto pra um veio safado continua rico falando que é pai dos pobre, puta que pariu, e o povo ainda chama o outro de genocida pow na moral nada vê, doença veio lá da china ninguém fala nada bando de cuzao, ainda aproveitaram foi pra criar caos no Brasil e rouba mais no meio da dor e sofrimento Du zotro, só nu vê quem nu quer velho, tinha que te até outro presidente memo pois esse Bolsonaro aí também não conseguiu manda im nada",-1,,,
"Parabéns, que debate dinâmico, moderno, esclarecedor, produtivo, agregou demais!👏🏼👏🏼👏🏼👏🏼",3,outros,Qualidade e organização do debate presidencial,positivo
Só sei de uma coisa. 22 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"O cara vem com discurso de bebida, quantas famílias já perdeu alguém por conta de bebida, bebida em excesso causa descontrole da pessoa, a pessoa abandona o lar, usa drogas, dirige bêbado, deixa a família em casa e fica no bar o dia todo, risco de não entregar a sua produtividade no trabalho, não julgo quem bebe, só uma reflexão de que a bebida não e um opção pra ser estimulada, conheço muita gente que bebe e super de boa, mais tem casos e casos, quem concorda CMG curte aí .",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Não teve trocação de soco, então nem teve graça...",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Calada vence 🇧🇷22,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"""Todos e Todas"" é as tuas ventas ....",-1,,,
Chupa que é de uva Ptzada da miséra 😂😂. Aqui é Bolsonaro 🇧🇷,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Parabéns pelo debate. Muito bem conduzido, apesar da falta de educação do Lula. Bolsonaro veio mais preparado e foi muiiiiito melhor no debate.",-1,,,
O cara fala mal de todas as classes  aí perde a eleição e acha ruim e burro viu,-1,,,
chupa  Demônio  do Lula. bosonaro campeão,-1,,,
Bolsonaro destruiu essa anta do lulaaaaa kkkkkkkk,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Porra ,esses repórteres pós debate,não  tem nem vergonha de defender à todo tempo o Lula.",-1,,,
Eles estava no debate mas parecem amigo acho estranho,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Esse bolsanaro é um mentiroso de carteirinha,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Lula raposa velha,PT NUNCA MAIS",-1,,,
Divide suas fazendas que dá pra ajudar as mulheres necessitadas. Tadinha!!!,4,outros,Desempenho e propostas das candidatas no debate,negativo
Bolsonaro se descompôs.,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Uma hora achei que era o Padre Kelmon no lugar do Lula, interrompendo o oponente e perdendo a linha kkkkkkkkkkkk

Sempre fechado com o capitão 22 🇧🇷",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
BOLSONARO 22 E TARCÍSIO GOVERNADOR DE SÃO PAULO 1O,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Simone vc e outra falsa como a Soraia as duas são ricas é só buscam e se ajudar, e fala de pobres não se tem nada que elas fizeram durante seus mandatos pra tirar nenhuma família se quer da pobreza. Duas hipócritas.",4,outros,Desempenho e propostas das candidatas no debate,negativo
"Show de Humildade,sabedoria e honestidade do nosso Presidente,deu no outro de lavada",-1,,,
"Ciro sempre foi mentiroso,só fala mentira . Ciro e riquíssimo, fazendeiro e nunca ajudou nenhum pobre, falso.",6,outros,Críticas a candidatos e alianças políticas,negativo
Nicolas Ferreira está mais preparado intelectualmente para governar o Brasil. O resto é vergonhoso... A velha política precisa se aposentar. É um câncer para o Brasil.,6,outros,Críticas a candidatos e alianças políticas,negativo
"Como que o Brasil vai ser um país de primeiro mundo se ninguém quer trabalhar para gerar lucros para o país. A maioria quer escolher o candidato que der mais auxílios, tem que trabalhar gente não tem outro jeito! Parem de querer migalhas vocês tem força vá a luta .",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Lula foi jantado 😼,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Esse mestre Yoda é louco mesmo é um mentiroso descarando,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Parabéns a Band min surpreendeu,3,outros,Qualidade e organização do debate presidencial,positivo
"Espero que a Globo tenha aprendido como se faz um debate sério, neutro e sem jornalistas ou emissora militante... Parabéns Band! Foi o melhor debate de todos os tempos!!!!*",3,outros,Qualidade e organização do debate presidencial,positivo
"O presidente deixou o Lula desorientado, é tanto que falou a data errada das eleições,  e no término dos debates saiu xingando seus  subordinados...",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Esse lula e mais sujo q pau de galinheiro,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Lembro muito bem Sr Presidente, quando no início da pandemia,o Sr não queria assinar o auxílio emergêncial",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Brasil pátria amada, família 🙏
Só vamos capitão 🇧🇷🤟🇧🇷🤟🇧🇷🇧🇷 22 🇧🇷",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Como povo que condenar uma doença pro presidente resolver , ser ele não tem culpa ele fez oque foi necessario",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Lula foi ESCURRASSADO no debate kk,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"que coisa ruim. Baixaria pura! Um atacou a pandemia e o outro a corrupção. E os grandes projetos para o Brasil, com é que fica? E nós, idosos de cujo valor da aposentadoria gastamos mais de 60% só com médicos e remédios, e das ferrovias que foram privatizadas ou objeto de concessão, foram totalmente abandonadas, principalmente as do Nordeste, cujo abandono gerou estações em ruínas, oficinas roubadas, máquinas e vagões sicateados e virando ferro velho...um descaso total, ninguém falou sobre nada só roubo, compras de imóveis, prisão, rachadinha, pandemia, etc. NADA DE PROVEITOSO! Debate é momento para se discutir o futuro do Brasil, é tempo de se mostrar o que se vai fazer em benefício dos milhões de desempregados e de moradores de rua. Um lástima o debate de ontem à noite!!!",-1,,,
Bolsonaro disse que pintou um clima entre ele e garotas de programa venezuelanas de14-15 anos em um bordel da periferia de Brasília,-1,,,
Vocês viram o candidato do PT nas ruas das principais capitais do nordeste?uma loucura! Nordeste elege presidente da República. Vocês sabiam disso?,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Isso já sei,já deixo resumido aqui ,foi u lula..",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Não anule e seu voto 
Infelizmente a terceira via não veio 
Entre o ladrão e o Bolsonaro
Fico com o Bolsonaro 22
Não vou anular meu voto 
Vamos pessoal o Brasil não merece ser roubado novamente.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Lula meu presidente 1️⃣3️⃣,-1,,,
Não entrou pro em alta essa bobonica?,-1,,,
Estamos é perdidos com esses presidente.,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Absolvido? Kkkkkkkkkkkkk arquivado seria a verdade,-1,,,
"Podem jariseacostumando com Lula no comando, ninguém é páreo para Lula, outro só teve chance porque o mesmo foi preso para tirar PT da jogada, voltou mais forte que nunca!",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Bolsonaro é nunca poderia ser chefe de estado, é analfabeto político quando compara o auxílio de agora com o de Lula no passado qtos anos, ele é baixo é só pra ofender mesmo, e o povo não mão de um homem desse, pior é que desejou morte para Dilma que morresse de cancer ou de infarto,desejar morte ao seu semelhante é o pior do ser humano!",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Governo lula teve o maior roubo da história a cara nem queima,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Alemanha  esta faltando  tudo,-1,,,
Saudades  nunca  vc deixou dívidas na falências,-1,,,
Mas vc comprou o Fies tem gente  devendo  até hoje vc guardar gua gua,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"jornalista falando ""presidente lula"", kkkkkkkkk",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO LULADRAO,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Que diferença de emissoras, parabéns band por disponibilizar para o público a gravação do debate a presidência da República em seu canal. Totalmente diferente da outra emissora que não disponibilizou e ainda bloqueou os canais que haviam publicado os debates anteriores.",3,outros,Qualidade e organização do debate presidencial,positivo
20 anos de pt só quem inricou foi o filho dele o lulinha creice rothmam e o pt e criaram desaceleração no país a BANDIDOS pt,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
ontem os nordestinos devem tirado a prova que esse lula só fala em propresa cerveja e carne decigeito o maduro fez na Venezuela,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Debate completo Lula  e Bolsonaro -17/10/2022,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Eu penso que se antes do Bozo ,a pessoa conseguiu comprar a casa própria, tinha a geladeira cheia de comida, filhos em colégios particulares, trocava de carro a cada 5 anos e viajava de avião levando caixas com guloseimas  pra parentes VOTA NO LULA, mas se acha que tem tudo isso hoje e tá tudo maravilhoso no seu dia dia vota no Bolsonaro, tão facinho. SÓ FOI O LULA SE CANDIDATAR JA COMPREI MEU SEGUNDO CARRO ZERO,  SÓ FALTA ELE GANHAR PRA TER CONCURSOS PUBLICOS ,PQ O BOZO JA FALOU QUE ISSO VAI ACABAR.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Abram suas mentes povo brasileiro, Pôncio Pilatos perguntou a multidão qual dos dois queres vós? E a multidão disse Barabas o ladrão, dois mil anos se passaram e o povo continua escolhendo os ladrões! Bolsonaro o melhor para nosso país! Sou nordestino e estou com mito 22 ✅✌🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
22 é o melhor pó Brasil,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Vcs só deram defeito de resposta a o ex-presidiario Lula pra foi muito ruim, tomou o tempo todo falando mentira lula, pra mim o direito são iguais bataram o Record por que o Presidente atual estava lá",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Porque ninguém pergunta para o Mula, se ele comentou sobre desarmamento no complexo do Alemão?",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
SOU NORDESTINA DE FORTALEZA -CEARA E VOTO BOLSONARO 22 🇧🇷,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Voto decidido:
Bolsonaro 22",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Será que perceberam o direito de resposta que foi dado a Lula e não a Bolsonaro?????,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
BOLSONARO REELEITO 🇧🇷 🇧🇷,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
BOLSONARO O MELHOR DISPARADO 🇧🇷 🇧🇷,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"QUAL É BAND, JUNTOU, MENTIRA MAGALHÃES FUNCIONARIA DO DOREA, E TODA A PATOTA COMUNA PRA BAJULAR O PRESIDIÁRIO E PREJUDICAR, O PRESIDENTE HONESTO, CORRETOR E QUE ESTÁ SALVANDO O BRASIL?",3,outros,Qualidade e organização do debate presidencial,positivo
VOCÊS VIRAM COMO FUNCIONOU A MESA DE CORTES ? FOCAVA O EX-PRESIDIÁRIO E SEMPRE PUNHA O PRESIDENTE FORA DE FOCO.,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
